"Gene","GENENAME","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"PDGFB","platelet derived growth factor subunit B",-1.484574745,-1.378200079,-1.588025888,0.106374666,-0.103451143,-0.209825809,"p9"
"PDLIM2","PDZ and LIM domain 2",-1.232690251,-1.070876947,-1.503285771,0.161813304,-0.270595519,-0.432408824,"p9"
"PDLIM3","PDZ and LIM domain 3",-1.483414581,-0.912070306,-0.651887243,0.571344275,0.831527338,0.260183063,"p9"
"PDZD3","PDZ domain containing 3",-1.311512885,-1.39304277,-1.44494158,-0.081529885,-0.133428695,-0.05189881,"p9"
"PDZD4","PDZ domain containing 4",-1.191256743,-0.804854652,-1.205423804,0.386402091,-0.014167061,-0.400569152,"p9"
"PDZRN3","PDZ domain containing ring finger 3",-1.008564594,-0.680762205,-1.041854255,0.327802389,-0.033289661,-0.36109205,"p9"
"PDZRN4","PDZ domain containing ring finger 4",-1.614783384,-0.938029745,-1.548994927,0.67675364,0.065788457,-0.610965183,"p9"
"PEAR1","platelet endothelial aggregation receptor 1",-1.391662296,-1.112767683,-2.083313051,0.278894613,-0.691650755,-0.970545368,"p9"
"PGLYRP1","peptidoglycan recognition protein 1",-1.152062893,-1.461966074,-2.347184433,-0.309903181,-1.19512154,-0.885218359,"p9"
"PGM5","phosphoglucomutase 5",-1.18357684,-1.075004859,-1.601494155,0.108571981,-0.417917315,-0.526489295,"p9"
"PHYHIP","phytanoyl-CoA 2-hydroxylase interacting protein",-2.499264753,-2.063772511,-2.404155041,0.435492242,0.095109712,-0.340382531,"p9"
"PI16","peptidase inhibitor 16",-3.376907637,-2.640722628,-2.880837675,0.736185008,0.496069961,-0.240115047,"p9"
"PKDCC","protein kinase domain containing, cytoplasmic",-1.724561662,-1.50781727,-1.706340071,0.216744392,0.018221592,-0.198522801,"p9"
"PKHD1L1","PKHD1 like 1",-1.950238537,-1.86116166,-2.756264675,0.089076877,-0.806026138,-0.895103015,"p9"
"PKIA","cAMP-dependent protein kinase inhibitor alpha",-1.134429252,-0.886024808,-0.736392062,0.248404445,0.39803719,0.149632745,"p9"
"PKIG","cAMP-dependent protein kinase inhibitor gamma",-1.100705442,-0.922506498,-1.451688726,0.178198944,-0.350983285,-0.529182229,"p9"
"PLA2G2A","phospholipase A2 group IIA",-3.149675646,-2.577707405,-2.329945698,0.571968241,0.819729948,0.247761707,"p9"
"PLA2R1","phospholipase A2 receptor 1",-1.014480008,-0.537603852,-0.47749448,0.476876155,0.536985528,0.060109372,"p9"
"PLAC9","placenta associated 9",-1.808953931,-1.689996296,-2.374490669,0.118957635,-0.565536738,-0.684494373,"p9"
"PLCB4","phospholipase C beta 4",-1.129220556,-0.960436158,-1.423888336,0.168784398,-0.29466778,-0.463452178,"p9"
"PLCXD3","phosphatidylinositol specific phospholipase C X domain containing 3",-1.671152711,-1.204412804,-1.443513669,0.466739907,0.227639042,-0.239100865,"p9"
"PLTP","phospholipid transfer protein",-1.026991073,-0.710719336,-0.252718526,0.316271736,0.774272547,0.45800081,"p9"
"PNMT","phenylethanolamine N-methyltransferase",-1.902295747,-1.705295414,-2.328866613,0.197000333,-0.426570866,-0.623571199,"p9"
"PPARGC1B","PPARG coactivator 1 beta",-1.016299639,-0.766208034,-0.730439166,0.250091606,0.285860473,0.035768868,"p9"
"PPFIBP1","PPFIA binding protein 1",-1.241468194,-1.013217468,-1.105893642,0.228250727,0.135574553,-0.092676174,"p9"
"PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F",-1.071087967,-0.85532532,-1.016492438,0.215762647,0.054595529,-0.161167118,"p9"
"PPP1R14A","protein phosphatase 1 regulatory inhibitor subunit 14A",-1.399489598,-0.987505903,-1.755736884,0.411983695,-0.356247286,-0.768230981,"p9"
"PPP1R36","protein phosphatase 1 regulatory subunit 36",-1.579662018,-0.707013336,-1.158293112,0.872648682,0.421368906,-0.451279776,"p9"
"PRELP","proline and arginine rich end leucine rich repeat protein",-1.500027703,-0.810501454,-1.202417573,0.689526249,0.29761013,-0.391916119,"p9"
"PRF1","perforin 1",-1.54210206,-1.43524888,-1.406736879,0.106853181,0.135365181,0.028512001,"p9"
"PRIMA1","proline rich membrane anchor 1",-1.73439852,-1.735083724,-2.003440355,-0.000685203,-0.269041835,-0.268356632,"p9"
"PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3",-1.857633506,-1.121725219,-1.337597051,0.735908287,0.520036455,-0.215871832,"p9"
"PROZ","protein Z, vitamin K dependent plasma glycoprotein",-1.135267073,-0.22883551,-0.620955867,0.906431563,0.514311206,-0.392120357,"p9"
"PRPH2","peripherin 2",-1.004358735,-0.772676182,-1.039982645,0.231682553,-0.03562391,-0.267306463,"p9"
"PRR5L","proline rich 5 like",-1.100142008,-0.730278617,-0.597124403,0.369863391,0.503017605,0.133154214,"p9"
"PRRG3","proline rich and Gla domain 3",-2.145917537,-1.368740164,-1.442899275,0.777177373,0.703018262,-0.074159111,"p9"
"PRSS23","serine protease 23",-1.029684128,-0.670754941,-0.397212365,0.358929187,0.632471762,0.273542575,"p9"
"PRSS37","serine protease 37",-1.298703254,-0.505448529,-0.839455491,0.793254725,0.459247763,-0.334006962,"p9"
"PSG3","pregnancy specific beta-1-glycoprotein 3",-2.218854957,-3.026209879,-2.234014764,-0.807354922,-0.015159807,0.792195115,"p9"
"PTCRA","pre T cell antigen receptor alpha",-1.276187954,-0.770457112,-1.254812579,0.505730842,0.021375374,-0.484355467,"p9"
"PTGDR","prostaglandin D2 receptor",-1.142699493,-0.775961226,-1.244515659,0.366738267,-0.101816166,-0.468554433,"p9"
"PTGER3","prostaglandin E receptor 3",-1.14782023,-0.79661637,-1.119041107,0.35120386,0.028779123,-0.322424737,"p9"
"PTGIS","prostaglandin I2 synthase",-2.299196874,-1.553001703,-1.481706772,0.746195171,0.817490102,0.07129493,"p9"
"PTPN21","protein tyrosine phosphatase non-receptor type 21",-1.39469403,-1.185716628,-1.654478057,0.208977403,-0.259784027,-0.468761429,"p9"
"PTPN5","protein tyrosine phosphatase non-receptor type 5",-3.369440633,-2.862284932,-3.637414548,0.507155701,-0.267973915,-0.775129617,"p9"
"PURG","purine rich element binding protein G",-1.378023965,-0.701781629,-1.331300547,0.676242335,0.046723418,-0.629518917,"p9"
"PZP","PZP alpha-2-macroglobulin like",-1.100147965,-0.620919053,-1.203581932,0.479228912,-0.103433967,-0.582662879,"p9"
"RAB40A","RAB40A, member RAS oncogene family",-1.076593357,-1.040815185,-1.055418127,0.035778172,0.021175231,-0.014602941,"p9"
"RADIL","Rap associating with DIL domain",-1.588585965,-1.462468144,-1.966162894,0.126117821,-0.377576929,-0.50369475,"p9"
"RAI2","retinoic acid induced 2",-1.014379311,-0.977050627,-1.570647731,0.037328683,-0.55626842,-0.593597104,"p9"
"RARRES1","retinoic acid receptor responder 1",-1.316889763,-1.318990326,-0.722297638,-0.002100563,0.594592125,0.596692688,"p9"
"RARRES2","retinoic acid receptor responder 2",-1.472212401,-1.223875924,-1.335441533,0.248336477,0.136770868,-0.111565609,"p9"
"RASL12","RAS like family 12",-1.454905378,-1.188988308,-1.80764966,0.26591707,-0.352744282,-0.618661352,"p9"
"RBP1","retinol binding protein 1",-1.235681786,-1.0656507,-0.365667485,0.170031086,0.8700143,0.699983214,"p9"
"RBP2","retinol binding protein 2",-1.275469851,-1.534498623,-1.512872478,-0.259028771,-0.237402627,0.021626144,"p9"
"RBP7","retinol binding protein 7",-1.277247984,-0.583327091,-1.551282672,0.693920893,-0.274034687,-0.96795558,"p9"
"RBPMS2","RNA binding protein, mRNA processing factor 2",-1.040267451,-0.721150278,-0.956252901,0.319117173,0.08401455,-0.235102623,"p9"
"RECK","reversion inducing cysteine rich protein with kazal motifs",-1.370710576,-1.133694533,-1.467729949,0.237016042,-0.097019373,-0.334035415,"p9"
"RELN","reelin",-2.325057973,-2.07178124,-1.324151359,0.253276734,1.000906614,0.747629881,"p9"
"REM1","RRAD and GEM like GTPase 1",-1.731762806,-1.462016529,-1.789887855,0.269746277,-0.058125048,-0.327871326,"p9"
"REP15","RAB15 effector protein",-1.268587817,-1.280824712,-1.312753463,-0.012236896,-0.044165646,-0.03192875,"p9"
"RGCC","regulator of cell cycle",-1.164189323,-1.173865488,-2.140464447,-0.009676165,-0.976275124,-0.96659896,"p9"
"RGS2","regulator of G protein signaling 2",-1.013924256,-1.185479057,-1.260129052,-0.171554801,-0.246204795,-0.074649994,"p9"
"RGS5","regulator of G protein signaling 5",-1.333611075,-1.005375842,-0.985222358,0.328235232,0.348388716,0.020153484,"p9"
"RGS6","regulator of G protein signaling 6",-1.896687636,-1.89948808,-0.959370094,-0.002800444,0.937317542,0.940117986,"p9"
"RGS9","regulator of G protein signaling 9",-1.288449808,-1.020397034,-1.661738954,0.268052774,-0.373289146,-0.64134192,"p9"
"RGS9BP","regulator of G protein signaling 9 binding protein",-2.19302104,-2.077368182,-2.698404275,0.115652858,-0.505383235,-0.621036093,"p9"
"RHOJ","ras homolog family member J",-1.381650064,-1.048892659,-1.828555445,0.332757406,-0.44690538,-0.779662786,"p9"
"RIN2","Ras and Rab interactor 2",-1.035712721,-0.769830868,-0.640320822,0.265881853,0.395391899,0.129510046,"p9"
"RNASE7","ribonuclease A family member 7",-1.279404367,-0.674724278,-0.851248294,0.604680089,0.428156073,-0.176524016,"p9"
"RNASE8","ribonuclease A family member 8",-1.101650076,-0.7345658,-1.23038339,0.367084276,-0.128733314,-0.49581759,"p9"
"RNF112","ring finger protein 112",-1.205268871,-0.971272495,-1.002586858,0.233996376,0.202682013,-0.031314363,"p9"
"RNF144B","ring finger protein 144B",-1.012549781,-0.758373104,-1.147065854,0.254176678,-0.134516072,-0.38869275,"p9"
"RNF182","ring finger protein 182",-1.795093539,-1.338346242,-2.239680433,0.456747296,-0.444586895,-0.901334191,"p9"
"RRAS","RAS related",-1.026894016,-0.958160495,-1.439423166,0.068733521,-0.41252915,-0.48126267,"p9"
"RSPO3","R-spondin 3",-1.798914775,-1.348973317,-1.931567838,0.449941458,-0.132653063,-0.582594521,"p9"
"RSPO4","R-spondin 4",-2.733627507,-2.296563701,-2.657062127,0.437063806,0.07656538,-0.360498426,"p9"
"RUNX1T1","RUNX1 translocation partner 1",-1.014504587,-0.706213322,-1.382368775,0.308291266,-0.367864188,-0.676155453,"p9"
"RXFP4","relaxin family peptide/INSL5 receptor 4",-1.282501985,-1.156840009,-1.961343112,0.125661977,-0.678841126,-0.804503103,"p9"
"S100A12","S100 calcium binding protein A12",-2.215647501,-2.358572776,-2.555466419,-0.142925276,-0.339818919,-0.196893643,"p9"
"S100A3","S100 calcium binding protein A3",-2.703304962,-2.371958192,-2.145275631,0.331346771,0.558029331,0.226682561,"p9"
"S100A4","S100 calcium binding protein A4",-1.50795277,-1.390701642,-1.541328664,0.117251128,-0.033375894,-0.150627022,"p9"
"S100A8","S100 calcium binding protein A8",-1.106766072,-1.450239051,-1.066478153,-0.343472979,0.040287918,0.383760897,"p9"
"S1PR5","sphingosine-1-phosphate receptor 5",-2.369400131,-1.673240308,-2.364283957,0.696159823,0.005116174,-0.691043649,"p9"
"SAMD14","sterile alpha motif domain containing 14",-1.361176442,-0.979764406,-1.005535567,0.381412036,0.355640875,-0.025771161,"p9"
"SASH1","SAM and SH3 domain containing 1",-1.034360606,-0.974655248,-1.626176905,0.059705358,-0.591816299,-0.651521658,"p9"
"SBSPON","somatomedin B and thrombospondin type 1 domain containing",-1.540951004,-1.272634871,-1.678735694,0.268316133,-0.13778469,-0.406100823,"p9"
"SCARA5","scavenger receptor class A member 5",-1.763420069,-1.557264334,-2.392603706,0.206155735,-0.629183637,-0.835339372,"p9"
"SCD5","stearoyl-CoA desaturase 5",-1.085918666,-1.011631458,-1.104689935,0.074287208,-0.018771268,-0.093058477,"p9"
"SCN3B","sodium voltage-gated channel beta subunit 3",-1.46304523,-0.855518527,-1.241435687,0.607526703,0.221609543,-0.38591716,"p9"
"SCN7A","sodium voltage-gated channel alpha subunit 7",-1.379774424,-0.91202959,-1.893767233,0.467744834,-0.513992809,-0.981737643,"p9"
"SDR42E2","short chain dehydrogenase/reductase family 42E, member 2",-1.401815669,-1.340198812,-1.553338698,0.061616857,-0.151523029,-0.213139886,"p9"
"SECTM1","secreted and transmembrane 1",-1.447046783,-0.852024055,-0.468716623,0.595022728,0.978330161,0.383307433,"p9"
"SEMA3D","semaphorin 3D",-1.35593706,-1.076651424,-1.564838978,0.279285636,-0.208901918,-0.488187554,"p9"
"SEMA3E","semaphorin 3E",-1.474224819,-0.584730895,-1.369437913,0.889493925,0.104786907,-0.784707018,"p9"
"SEMA3F","semaphorin 3F",-1.238659346,-0.850914384,-0.872537996,0.387744962,0.36612135,-0.021623612,"p9"
"SEMA5A","semaphorin 5A",-2.192495904,-1.89896412,-2.315783199,0.293531784,-0.123287296,-0.416819079,"p9"
"SEMA6A","semaphorin 6A",-1.493798937,-1.279531002,-2.018040924,0.214267935,-0.524241987,-0.738509922,"p9"
"SFRP1","secreted frizzled related protein 1",-2.391661353,-2.30538703,-1.912134767,0.086274324,0.479526586,0.393252263,"p9"
"SGCA","sarcoglycan alpha",-1.023998133,-0.669383632,-1.378748204,0.354614501,-0.354750071,-0.709364572,"p9"
"SGCD","sarcoglycan delta",-1.009758922,-0.639727222,-0.695842039,0.3700317,0.313916883,-0.056114817,"p9"
"SGCG","sarcoglycan gamma",-2.800245847,-2.586059321,-3.521407112,0.214186526,-0.721161265,-0.935347791,"p9"
"SH2D1B","SH2 domain containing 1B",-1.569562162,-0.867140093,-1.721636715,0.70242207,-0.152074553,-0.854496622,"p9"
"SH2D3C","SH2 domain containing 3C",-1.449059539,-1.290444002,-2.039009033,0.158615537,-0.589949494,-0.748565031,"p9"
"SH2D4B","SH2 domain containing 4B",-1.449730217,-0.466859654,-1.409522714,0.982870564,0.040207503,-0.942663061,"p9"
"SH3BP5","SH3 domain binding protein 5",-1.074163439,-1.194547897,-1.467478754,-0.120384458,-0.393315314,-0.272930856,"p9"
"SH3TC2","SH3 domain and tetratricopeptide repeats 2",-1.487779675,-0.811185752,-1.677274936,0.676593923,-0.189495261,-0.866089184,"p9"
"SHANK3","SH3 and multiple ankyrin repeat domains 3",-1.463735619,-1.421762204,-2.278651986,0.041973415,-0.814916367,-0.856889782,"p9"
"SIPA1L2","signal induced proliferation associated 1 like 2",-1.06938861,-0.738181261,-0.183890912,0.331207349,0.885497698,0.554290349,"p9"
"SLC14A1","solute carrier family 14 member 1 (Kidd blood group)",-1.221371087,-0.811985782,-1.6686586,0.409385305,-0.447287513,-0.856672818,"p9"
"SLC22A6","solute carrier family 22 member 6",-2.369527707,-1.563007437,-2.260761708,0.806520271,0.108766,-0.697754271,"p9"
"SLC22A8","solute carrier family 22 member 8",-1.599624048,-1.325598858,-2.216418879,0.27402519,-0.616794831,-0.890820021,"p9"
"SLC26A7","solute carrier family 26 member 7",-1.171615638,-0.964709005,-0.893264739,0.206906633,0.278350899,0.071444266,"p9"
"SLC27A6","solute carrier family 27 member 6",-1.577142996,-1.703803952,-2.589559515,-0.126660956,-1.012416519,-0.885755563,"p9"
"SLC4A1","solute carrier family 4 member 1 (Diego blood group)",-3.087839967,-2.773329344,-3.278810413,0.314510623,-0.190970446,-0.50548107,"p9"
"SLC7A4","solute carrier family 7 member 4",-1.81041587,-0.998853889,-1.065010685,0.811561981,0.745405186,-0.066156796,"p9"
"SLC9A3R2","SLC9A3 regulator 2",-1.083806692,-0.915068137,-1.260006954,0.168738555,-0.176200262,-0.344938817,"p9"
"SLCO1A2","solute carrier organic anion transporter family member 1A2",-2.454535431,-2.16026298,-2.49015934,0.29427245,-0.03562391,-0.32989636,"p9"
"SLCO2A1","solute carrier organic anion transporter family member 2A1",-1.182170275,-1.01478613,-1.520884666,0.167384145,-0.33871439,-0.506098536,"p9"
"SLIT2","slit guidance ligand 2",-1.672872671,-1.448508653,-2.237627994,0.224364019,-0.564755323,-0.789119341,"p9"
"SLIT3","slit guidance ligand 3",-1.430329696,-1.246925618,-2.043124564,0.183404078,-0.612794868,-0.796198945,"p9"
"SLITRK3","SLIT and NTRK like family member 3",-1.792172012,-1.269021555,-1.455318885,0.523150458,0.336853127,-0.18629733,"p9"
"SMAD6","SMAD family member 6",-1.747947486,-1.420095177,-2.367996366,0.327852309,-0.620048879,-0.947901188,"p9"
"SMLR1","small leucine rich protein 1",-1.083675123,-0.93323378,-1.751295068,0.150441343,-0.667619944,-0.818061288,"p9"
"SMTNL2","smoothelin like 2",-1.860865539,-1.559006665,-2.283280021,0.301858875,-0.422414481,-0.724273356,"p9"
"SNAI2","snail family transcriptional repressor 2",-1.230000509,-0.815428616,-0.897663266,0.414571893,0.332337243,-0.08223465,"p9"
"SNCA","synuclein alpha",-1.625676535,-1.505648094,-1.756652671,0.12002844,-0.130976136,-0.251004576,"p9"
"SNCG","synuclein gamma",-1.632507854,-1.494920955,-1.464073849,0.1375869,0.168434005,0.030847106,"p9"
"SOGA3","SOGA family member 3",-2.408426568,-2.690523642,-2.158218444,-0.282097074,0.250208124,0.532305198,"p9"
"SORBS3","sorbin and SH3 domain containing 3",-1.187095883,-0.986860101,-1.306885698,0.200235782,-0.119789815,-0.320025597,"p9"
"SOX18","SRY-box 18",-1.439924306,-1.338511365,-1.837855973,0.101412941,-0.397931667,-0.499344608,"p9"
"SPAG8","sperm associated antigen 8",-1.133339323,-0.517855071,-0.867480443,0.615484251,0.26585888,-0.349625372,"p9"
"SPARCL1","SPARC like 1",-1.335613171,-1.023140742,-1.954378575,0.31247243,-0.618765403,-0.931237833,"p9"
"SPOCD1","SPOC domain containing 1",-1.739839132,-1.171684019,-0.507334649,0.568155113,1.232504483,0.66434937,"p9"
"SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",-1.77394721,-1.647547668,-2.63096027,0.126399543,-0.857013059,-0.983412602,"p9"
"SPON2","spondin 2",-1.119090447,-0.612822629,0.108158807,0.506267819,1.227249255,0.720981436,"p9"
"SPSB4","splA/ryanodine receptor domain and SOCS box containing 4",-1.88439079,-1.492080386,-1.21866152,0.392310405,0.66572927,0.273418866,"p9"
"SPTBN1","spectrin beta, non-erythrocytic 1",-1.099124187,-1.031335437,-1.812913827,0.06778875,-0.713789641,-0.781578391,"p9"
"SRPX","sushi repeat containing protein X-linked",-1.523217047,-1.240961426,-1.980769254,0.282255621,-0.457552208,-0.739807828,"p9"
"SSTR1","somatostatin receptor 1",-2.329229784,-2.220654338,-2.877103062,0.108575446,-0.547873278,-0.656448724,"p9"
"ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",-1.140591512,-0.891107005,-1.729512293,0.249484507,-0.588920781,-0.838405288,"p9"
"ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",-1.527329751,-1.586348209,-1.487591312,-0.059018457,0.039738439,0.098756896,"p9"
"STAB2","stabilin 2",-1.644372614,-1.309826974,-0.84385251,0.33454564,0.800520104,0.465974465,"p9"
"STARD8","StAR related lipid transfer domain containing 8",-1.218775929,-1.178706199,-2.023005651,0.04006973,-0.804229722,-0.844299453,"p9"
"STON1-GTF2A1L","STON1-GTF2A1L readthrough",-2.078361062,-1.096630307,-1.507701132,0.981730755,0.57065993,-0.411070825,"p9"
"STX11","syntaxin 11",-1.150138893,-1.295887977,-2.230883236,-0.145749084,-1.080744343,-0.934995259,"p9"
"SULT1C4","sulfotransferase family 1C member 4",-1.274424424,-1.096552062,-1.862454119,0.177872362,-0.588029695,-0.765902057,"p9"
"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",-1.652487903,-1.408756096,-2.156252848,0.243731807,-0.503764944,-0.747496752,"p9"
"SYDE1","synapse defective Rho GTPase homolog 1",-1.234812288,-0.949245279,-1.104910698,0.28556701,0.129901591,-0.155665419,"p9"
"SYNM","synemin",-1.383933743,-1.212167095,-1.767741862,0.171766649,-0.383808119,-0.555574767,"p9"
"SYNPO2","synaptopodin 2",-1.162248553,-0.751462584,-1.427602221,0.410785969,-0.265353668,-0.676139637,"p9"
"SYNPO2L","synaptopodin 2 like",-1.530661698,-1.37476865,-1.73752492,0.155893048,-0.206863222,-0.36275627,"p9"
"TBC1D26","TBC1 domain family member 26",-2.674849698,-1.939807815,-2.348661048,0.735041884,0.326188651,-0.408853233,"p9"
"TBX2","T-box 2",-1.391706312,-1.210494376,-2.088630991,0.181211936,-0.696924679,-0.878136615,"p9"
"TBX21","T-box 21",-1.178704391,-1.182994636,-1.39629523,-0.004290245,-0.217590839,-0.213300594,"p9"
